"","x"
"SL398435.genes.results",0
"SL398436.genes.results",0
"SL398437.genes.results",1
"SL398438.genes.results",0
"SL398439.genes.results",0
"SL398440.genes.results",0
"SL398441.genes.results",0
"SL398442.genes.results",0
"SL398443.genes.results",0
"SL398445.genes.results",1
"SL398446.genes.results",1
"SL398469.genes.results",0
"SL398470.genes.results",0
"SL398487.genes.results",0
"SL398488.genes.results",0
"SL398489.genes.results",1
"SL398490.genes.results",0
"SL398491.genes.results",0
"SL398492.genes.results",0
"SL398493.genes.results",0
"SL398494.genes.results",0
"SL398510.genes.results",0
"SL398511.genes.results",1
"SL398512.genes.results",0
"SL398513.genes.results",1
"SL398521.genes.results",0
"SL398522.genes.results",0
"SL398523.genes.results",1
"SL398524.genes.results",0
"SL398530.genes.results",0
"SL398542.genes.results",1
"SL398545.genes.results",0
"SL398546.genes.results",1
"SL398551.genes.results",0
"SL398553.genes.results",1
"SL398559.genes.results",1
"SL398561.genes.results",1
"SL398563.genes.results",0
"SL398564.genes.results",0
"SL398570.genes.results",1
"SL398571.genes.results",1
"SL398574.genes.results",0
"SL398575.genes.results",0
"SL398576.genes.results",0
"SL398577.genes.results",1
"SL398578.genes.results",1
"SL398587.genes.results",0
"SL398588.genes.results",1
"SL398591.genes.results",0
"SL398596.genes.results",1
"SL398597.genes.results",1
"SL398598.genes.results",1
"SL398599.genes.results",1
"SL398600.genes.results",1
"SL398601.genes.results",1
"SL398611.genes.results",0
"SL399125.genes.results",0
"SL399131.genes.results",1
"SL399134.genes.results",1
"SL399135.genes.results",1
"SL399136.genes.results",1
"SL399142.genes.results",1
"SL399143.genes.results",1
"SL399144.genes.results",1
"SL399145.genes.results",1
"SL399159.genes.results",0
"SL399161.genes.results",1
"SL399164.genes.results",1
"SL399169.genes.results",0
"SL399170.genes.results",1
"SL399171.genes.results",0
"SL399185.genes.results",0
"SL399187.genes.results",1
"SL399190.genes.results",1
"SL399193.genes.results",1
"SL399210.genes.results",1
"SL399211.genes.results",1
"SL399212.genes.results",1
"SL399214.genes.results",1
"SL399215.genes.results",1
"SL399218.genes.results",1
"SL399219.genes.results",1
"SL399300.genes.results",0
"SL399301.genes.results",1
"SL399304.genes.results",0
"SL399305.genes.results",1
"SL399333.genes.results",0
"SL399335.genes.results",0
"SL399336.genes.results",1
"SL399337.genes.results",1
"SL399338.genes.results",1
"SL399359.genes.results",1
"SL399360.genes.results",1
"SL399361.genes.results",1
"SL399362.genes.results",1
"SL400378.genes.results",0
"SL400379.genes.results",0
"SL400380.genes.results",0
"SL400387.genes.results",0
"SL400402.genes.results",0
"SL400403.genes.results",0
"SL400404.genes.results",0
"SL400405.genes.results",0
"SL400406.genes.results",0
"SL400408.genes.results",0
"SL400409.genes.results",0
"SL400410.genes.results",0
"SL400411.genes.results",0
"SL400424.genes.results",0
"SL400425.genes.results",1
"SL400427.genes.results",1
"SL400428.genes.results",0
"SL400429.genes.results",1
"SL400430.genes.results",1
"SL400451.genes.results",0
"SL400454.genes.results",1
"SL400650.genes.results",0
"SL400651.genes.results",0
"SL400652.genes.results",0
"SL400653.genes.results",0
"SL400654.genes.results",0
"SL400656.genes.results",0
"SL400658.genes.results",0
"SL400659.genes.results",0
"SL400660.genes.results",0
"SL400662.genes.results",0
"SL400672.genes.results",0
"SL400673.genes.results",0
"SL400674.genes.results",0
"SL400675.genes.results",0
"SL400676.genes.results",0
"SL400678.genes.results",0
"SL400679.genes.results",0
"SL400681.genes.results",0
"SL400682.genes.results",0
"SL400684.genes.results",0
"SL400687.genes.results",0
"SL400688.genes.results",0
"SL400689.genes.results",0
"SL400693.genes.results",0
"SL400695.genes.results",0
"SL400696.genes.results",0
"SL400697.genes.results",0
"SL400699.genes.results",0
"SL400701.genes.results",0
"SL400702.genes.results",0
"SL400703.genes.results",0
"SL400704.genes.results",0
"SL400705.genes.results",0
"SL400706.genes.results",0
"SL400707.genes.results",0
"SL400708.genes.results",0
"SL400709.genes.results",0
"SL400710.genes.results",0
"SL400716.genes.results",0
"SL400718.genes.results",0
"SL400721.genes.results",0
"SL400722.genes.results",0
"SL400900.genes.results",0
"SL400901.genes.results",0
"SL400905.genes.results",1
"SL400906.genes.results",0
"SL400913.genes.results",1
"SL400922.genes.results",0
"SL400927.genes.results",0
"SL400930.genes.results",1
"SL400944.genes.results",0
"SL400946.genes.results",0
"SL400948.genes.results",0
"SL400950.genes.results",0
"SL400951.genes.results",0
"SL400953.genes.results",0
"SL400954.genes.results",0
"SL400956.genes.results",0
"SL400965.genes.results",0
"SL400966.genes.results",0
"SL400968.genes.results",0
"SL400969.genes.results",0
"SL400970.genes.results",0
"SL400971.genes.results",0
"SL400973.genes.results",0
"SL400976.genes.results",0
"SL400979.genes.results",0
"SL400996.genes.results",0
"SL400998.genes.results",0
"SL400999.genes.results",1
"SL401002.genes.results",1
"SL401016.genes.results",0
"SL401021.genes.results",1
"SL401058.genes.results",0
"SL401059.genes.results",0
"SL401061.genes.results",1
"SL403148.genes.results",0
"SL403149.genes.results",1
"SL403161.genes.results",0
"SL403164.genes.results",1
"SL403168.genes.results",0
"SL403169.genes.results",0
"SL403175.genes.results",0
"SL403176.genes.results",1
"SL403181.genes.results",1
"SL403187.genes.results",0
"SL403193.genes.results",0
"SL403195.genes.results",0
"SL403196.genes.results",0
"SL403202.genes.results",0
"SL403203.genes.results",1
"SL403211.genes.results",1
"SL403213.genes.results",0
"SL403217.genes.results",0
"SL403223.genes.results",1
"SL403224.genes.results",0
"SL403226.genes.results",0
"SL403227.genes.results",0
"SL403229.genes.results",1
"SL403230.genes.results",1
"SL404087.genes.results",0
"SL404090.genes.results",0
"SL404111.genes.results",1
"SL404135.genes.results",0
"SL404136.genes.results",0
"SL404139.genes.results",0
"SL404140.genes.results",0
"SL404141.genes.results",0
"SL404142.genes.results",0
"SL404143.genes.results",1
"SL404183.genes.results",0
"SL404191.genes.results",1
"SL404204.genes.results",0
"SL404219.genes.results",0
"SL404227.genes.results",0
"SL404264.genes.results",1
"SL404265.genes.results",0
"SL404266.genes.results",0
"SL404267.genes.results",0
"SL404268.genes.results",0
"SL404279.genes.results",1
"SL404280.genes.results",0
"SL404281.genes.results",0
"SL404282.genes.results",0
"SL404283.genes.results",0
"SL404285.genes.results",0
"SL404286.genes.results",0
"SL404287.genes.results",0
"SL404288.genes.results",0
"SL404289.genes.results",0
"SL404290.genes.results",0
"SL404291.genes.results",0
"SL404292.genes.results",0
"SL404293.genes.results",0
"SL404294.genes.results",0
"SL404295.genes.results",0
"SL404296.genes.results",1
"SL404298.genes.results",1
"SL404299.genes.results",0
"SL404306.genes.results",0
"SL404307.genes.results",0
"SL404308.genes.results",0
"SL404309.genes.results",0
"SL404310.genes.results",0
"SL404311.genes.results",1
"SL404312.genes.results",0
"SL404313.genes.results",1
"SL404314.genes.results",1
"SL404315.genes.results",1
"SL404316.genes.results",1
"SL404317.genes.results",1
"SL404318.genes.results",1
"SL404319.genes.results",0
"SL404320.genes.results",0
"SL404321.genes.results",0
"SL404322.genes.results",1
"SL404323.genes.results",0
"SL404332.genes.results",0
"SL404333.genes.results",0
"SL404334.genes.results",0
"SL404335.genes.results",1
"SL404336.genes.results",1
"SL404337.genes.results",1
"SL404338.genes.results",0
"SL404339.genes.results",0
"SL404340.genes.results",0
"SL404341.genes.results",0
"SL404343.genes.results",0
"SL404344.genes.results",1
"SL404351.genes.results",1
"SL404352.genes.results",0
"SL404353.genes.results",0
"SL404354.genes.results",0
"SL404355.genes.results",1
"SL404356.genes.results",1
"SL404357.genes.results",1
"SL404358.genes.results",0
"SL404359.genes.results",1
"SL404360.genes.results",0
"SL404361.genes.results",1
"SL404362.genes.results",1
"SL404363.genes.results",0
"SL404364.genes.results",1
"SL404365.genes.results",0
"SL404366.genes.results",1
"SL404367.genes.results",1
"SL404368.genes.results",1
"SL404369.genes.results",0
"SL404370.genes.results",0
"SL405328.genes.results",0
"SL405329.genes.results",0
"SL405330.genes.results",1
"SL405331.genes.results",0
"SL405332.genes.results",0
"SL405352.genes.results",0
"SL405376.genes.results",1
"SL405377.genes.results",1
"SL405400.genes.results",0
"SL405558.genes.results",0
"SL405636.genes.results",1
"SL406993.genes.results",0
"SL407015.genes.results",0
"SL407019.genes.results",0
"SL407020.genes.results",0
"SL407039.genes.results",0
"SL407040.genes.results",0
"SL407047.genes.results",0
"SL407061.genes.results",0
"SL407931.genes.results",1
"SL407942.genes.results",1
"SL407954.genes.results",1
"SL407955.genes.results",0
"SL407956.genes.results",1
"SL407959.genes.results",1
"SL407977.genes.results",0
"SL407979.genes.results",0
"SL407980.genes.results",1
"SL407984.genes.results",0
"SL407988.genes.results",1
"SL407989.genes.results",0
"SL407990.genes.results",0
"SL408001.genes.results",0
"SL408002.genes.results",0
"SL408006.genes.results",0
"SL408012.genes.results",0
"SL408041.genes.results",0
"SL408065.genes.results",0
"SL408082.genes.results",1
"SL408083.genes.results",0
"SL408113.genes.results",1
"SL408114.genes.results",1
"SL408118.genes.results",0
"SL408122.genes.results",0
"SL408123.genes.results",0
"SL408410.genes.results",0
"SL408425.genes.results",0
"SL408434.genes.results",0
"SL408437.genes.results",0
"SL408440.genes.results",0
"SL408445.genes.results",0
"SL408446.genes.results",0
"SL408448.genes.results",1
"SL408449.genes.results",0
"SL408450.genes.results",0
"SL408451.genes.results",1
"SL408458.genes.results",0
"SL408460.genes.results",0
"SL408462.genes.results",0
"SL408463.genes.results",0
"SL408464.genes.results",0
"SL408485.genes.results",0
"SL408486.genes.results",0
"SL408487.genes.results",1
"SL408488.genes.results",0
"SL408502.genes.results",0
"SL408503.genes.results",1
"SL408527.genes.results",0
"SL408529.genes.results",0
"SL408538.genes.results",0
"SL408552.genes.results",0
"SL409242.genes.results",0
"SL409266.genes.results",1
"SL409267.genes.results",0
"SL409268.genes.results",0
"SL409271.genes.results",1
"SL409272.genes.results",0
"SL409274.genes.results",1
"SL409290.genes.results",1
"SL409291.genes.results",0
"SL409292.genes.results",0
"SL409293.genes.results",1
"SL409294.genes.results",0
"SL409306.genes.results",1
"SL409307.genes.results",0
"SL409308.genes.results",1
"SL409987.genes.results",0
"SL410392.genes.results",0
"SL410396.genes.results",0
"SL410397.genes.results",0
"SL410398.genes.results",0
"SL410401.genes.results",0
"SL410404.genes.results",0
"SL410416.genes.results",0
"SL410421.genes.results",0
"SL410441.genes.results",0
"SL410445.genes.results",0
"SL410446.genes.results",0
"SL410450.genes.results",0
"SL410456.genes.results",0
"SL410464.genes.results",0
"SL410466.genes.results",0
"SL410467.genes.results",0
"SL410771.genes.results",0
"SL411399.genes.results",0
"SL411402.genes.results",0
"SL411676.genes.results",0
"SL411677.genes.results",0
"SL411685.genes.results",0
"SL411688.genes.results",0
"SL411690.genes.results",0
"SL411695.genes.results",0
"SL411696.genes.results",0
"SL411697.genes.results",0
"SL411698.genes.results",0
"SL411699.genes.results",0
"SL411725.genes.results",0
"SL411736.genes.results",0
"SL411742.genes.results",0
"SL411745.genes.results",1
"SL411749.genes.results",1
"SL412198.genes.results",1
"SL412200.genes.results",1
"SL412253.genes.results",0
"SL412255.genes.results",1
"SL412256.genes.results",1
"SL413979.genes.results",0
"SL414002.genes.results",1
"SL414003.genes.results",0
"SL414005.genes.results",0
"SL414006.genes.results",0
"SL414007.genes.results",0
"SL414030.genes.results",1
"SL414034.genes.results",0
"SL414050.genes.results",0
"SL414051.genes.results",1
"SL414284.genes.results",0
"SL414307.genes.results",1
"SL414309.genes.results",0
"SL414310.genes.results",0
"SL414311.genes.results",0
"SL414312.genes.results",0
"SL414333.genes.results",1
"SL414334.genes.results",0
"SL414335.genes.results",1
"SL414336.genes.results",1
"SL414337.genes.results",0
"SL414347.genes.results",1
"SL414358.genes.results",1
"SL414859.genes.results",1
"SL414875.genes.results",0
"SL414919.genes.results",0
"SL416386.genes.results",1
"SL416388.genes.results",0
"SL416389.genes.results",1
"SL416407.genes.results",0
"SL416417.genes.results",1
"SL416431.genes.results",0
"SL416465.genes.results",0
"SL416479.genes.results",0
"SL416480.genes.results",0
"SL416485.genes.results",0
"SL416487.genes.results",0
"SL416492.genes.results",1
"SL416494.genes.results",1
"SL416495.genes.results",0
"SL416502.genes.results",0
"SL416504.genes.results",0
"SL416506.genes.results",0
"SL417073.genes.results",1
"SL417074.genes.results",0
"SL417147.genes.results",0
"SL417611.genes.results",0
"SL417634.genes.results",0
"SL418291.genes.results",1
"SL418292.genes.results",1
"SL418293.genes.results",0
"SL418295.genes.results",1
"SL418296.genes.results",1
"SL418297.genes.results",1
"SL418314.genes.results",0
"SL418319.genes.results",0
"SL418321.genes.results",0
"SL418323.genes.results",0
"SL418324.genes.results",1
"SL418336.genes.results",0
"SL418337.genes.results",0
"SL418340.genes.results",1
"SL418341.genes.results",1
"SL418342.genes.results",1
"SL418347.genes.results",1
"SL418359.genes.results",0
"SL418360.genes.results",0
"SL418361.genes.results",0
"SL418364.genes.results",0
"SL418367.genes.results",0
"SL418378.genes.results",0
"SL418385.genes.results",0
"SL418626.genes.results",1
"SL418645.genes.results",0
"SL418656.genes.results",0
"SL418658.genes.results",0
"SL418659.genes.results",1
"SL418662.genes.results",0
"SL418667.genes.results",0
"SL418668.genes.results",0
"SL418679.genes.results",1
"SL418681.genes.results",0
"SL418695.genes.results",1
"SL418696.genes.results",1
"SL418697.genes.results",0
"SL418700.genes.results",0
"SL418836.genes.results",0
"SL418860.genes.results",1
"SL418861.genes.results",1
"SL418864.genes.results",0
"SL418865.genes.results",0
"SL418873.genes.results",0
"SL418884.genes.results",0
"SL418895.genes.results",0
"SL420205.genes.results",0
"SL420206.genes.results",0
"SL420207.genes.results",0
"SL420228.genes.results",0
"SL420229.genes.results",0
"SL420230.genes.results",0
"SL420231.genes.results",0
"SL420232.genes.results",0
"SL420233.genes.results",0
"SL420234.genes.results",0
"SL420255.genes.results",0
"SL420256.genes.results",0
"SL420533.genes.results",1
"SL420535.genes.results",0
"SL420677.genes.results",0
"SL420678.genes.results",0
"SL420679.genes.results",0
"SL420680.genes.results",0
"SL420681.genes.results",0
"SL420682.genes.results",0
"SL420713.genes.results",1
"SL420727.genes.results",0
"SL420729.genes.results",1
"SL420730.genes.results",1
"SL420748.genes.results",1
"SL420749.genes.results",1
"SL420750.genes.results",0
"SL420751.genes.results",1
"SL420752.genes.results",0
"SL420753.genes.results",1
"SL420755.genes.results",1
"SL421534.genes.results",0
"SL421535.genes.results",0
"SL421536.genes.results",0
"SL421537.genes.results",0
"SL421538.genes.results",0
"SL421604.genes.results",1
"SL422099.genes.results",0
"SL422100.genes.results",0
"SL422123.genes.results",0
"SL422124.genes.results",0
"SL422126.genes.results",0
"SL422127.genes.results",0
"SL422146.genes.results",1
"SL422147.genes.results",0
"SL422157.genes.results",0
"SL422158.genes.results",0
"SL422159.genes.results",1
"SL422170.genes.results",0
"SL422175.genes.results",1
"SL422181.genes.results",0
"SL422182.genes.results",0
"SL422183.genes.results",0
"SL422279.genes.results",0
"SL422280.genes.results",0
"SL422281.genes.results",0
"SL422282.genes.results",0
"SL422283.genes.results",0
"SL422284.genes.results",0
"SL422292.genes.results",0
"SL422293.genes.results",0
"SL422302.genes.results",0
"SL422305.genes.results",0
"SL422354.genes.results",0
"SL422355.genes.results",1
"SL422356.genes.results",0
"SL422359.genes.results",1
"SL422361.genes.results",1
"SL422363.genes.results",0
"SL422364.genes.results",0
"SL423778.genes.results",1
"SL423779.genes.results",0
"SL423781.genes.results",1
"SL423782.genes.results",0
"SL423789.genes.results",1
"SL423790.genes.results",0
"SL423791.genes.results",0
"SL423792.genes.results",0
"SL423814.genes.results",0
"SL423815.genes.results",1
"SL423816.genes.results",1
"SL423817.genes.results",0
"SL423818.genes.results",1
"SL423824.genes.results",1
"SL423840.genes.results",0
"SL423841.genes.results",0
"SL423843.genes.results",0
"SL423844.genes.results",1
"SL424179.genes.results",0
"SL424180.genes.results",0
"SL424181.genes.results",0
"SL424182.genes.results",0
"SL424183.genes.results",0
"SL424184.genes.results",0
"SL424185.genes.results",0
"SL424202.genes.results",1
"SL424203.genes.results",0
"SL424204.genes.results",1
"SL424205.genes.results",0
"SL424206.genes.results",0
"SL424207.genes.results",0
"SL424208.genes.results",0
"SL424226.genes.results",1
"SL424227.genes.results",0
"SL424228.genes.results",0
"SL424229.genes.results",0
"SL424230.genes.results",0
"SL424231.genes.results",0
"SL425833.genes.results",0
"SL425853.genes.results",0
"SL425854.genes.results",0
"SL425855.genes.results",0
"SL425857.genes.results",0
"SL425858.genes.results",0
"SL425869.genes.results",1
"SL425870.genes.results",0
"SL425871.genes.results",0
"SL425890.genes.results",0
"SL425891.genes.results",0
"SL425892.genes.results",0
"SL425893.genes.results",0
"SL425894.genes.results",0
"SL425895.genes.results",0
"SL425910.genes.results",0
"SL425911.genes.results",0
"SL425912.genes.results",0
"SL425913.genes.results",0
"SL425914.genes.results",0
"SL425915.genes.results",0
"SL425916.genes.results",0
"SL425917.genes.results",0
"SL425919.genes.results",1
"SL426713.genes.results",0
"SL426714.genes.results",0
"SL426715.genes.results",0
"SL426716.genes.results",0
"SL426737.genes.results",0
"SL426738.genes.results",0
"SL426739.genes.results",0
"SL426740.genes.results",0
"SL426741.genes.results",1
"SL426756.genes.results",0
"SL426759.genes.results",0
"SL426761.genes.results",0
"SL426764.genes.results",1
"SL426786.genes.results",0
"SL426787.genes.results",0
"SL426788.genes.results",0
"SL426789.genes.results",0
"SL426790.genes.results",0
"SL426791.genes.results",0
"SL426792.genes.results",0
"SL427072.genes.results",0
"SL427084.genes.results",0
"SL427085.genes.results",0
"SL427086.genes.results",0
"SL427108.genes.results",0
"SL427109.genes.results",0
"SL427110.genes.results",0
"SL427113.genes.results",0
"SL427134.genes.results",0
"SL428803.genes.results",0
"SL428804.genes.results",0
"SL428826.genes.results",0
"SL428896.genes.results",0
"SL429913.genes.results",0
"SL429914.genes.results",1
"SL429919.genes.results",0
"SL429920.genes.results",0
"SL429921.genes.results",0
"SL429922.genes.results",0
"SL429935.genes.results",1
"SL429936.genes.results",0
"SL429937.genes.results",0
"SL429938.genes.results",1
"SL429939.genes.results",0
"SL429940.genes.results",0
"SL429941.genes.results",0
"SL429942.genes.results",0
"SL429943.genes.results",0
"SL429944.genes.results",0
"SL429945.genes.results",0
"SL429946.genes.results",0
"SL429968.genes.results",0
"SL429969.genes.results",1
"SL429970.genes.results",0
"SL430062.genes.results",0
"SL430066.genes.results",0
"SL430081.genes.results",0
"SL430082.genes.results",0
"SL430083.genes.results",0
"SL430084.genes.results",0
"SL430085.genes.results",0
"SL430090.genes.results",0
"SL430111.genes.results",0
"SL430127.genes.results",0
"SL430128.genes.results",0
"SL430129.genes.results",0
"SL430134.genes.results",0
"SL430147.genes.results",0
"SL430148.genes.results",0
"SL430149.genes.results",0
"SL430150.genes.results",0
"SL430470.genes.results",0
"SL430491.genes.results",0
"SL430493.genes.results",0
"SL431125.genes.results",1
"SL431132.genes.results",0
"SL431145.genes.results",0
"SL432505.genes.results",0
"SL432506.genes.results",0
"SL432511.genes.results",0
"SL432516.genes.results",0
"SL432528.genes.results",0
"SL432557.genes.results",0
"SL432564.genes.results",0
"SL462153.genes.results",0
