"sample","IFNg_18","WNT","Angiogenesis","Adenosine","Auslander","Chaurio","Chemokine","Cytotoxic","Effector_T_Cell","Glycolysis","gMDSC","Huang_NRS","Hypoxia","IFNg_6","IFNg_Effector_T_Cells","Ipi_neoadjuvant","MHC_I","MHC_II","mMDSC","MYC","Ock_Immune_Sig_Score","Pan","Proliferation","Ras","Roh_Immune_Score","Rooney_Immune_Cytolytic","Stroma","TIP_Hot","TLS","LKB1_loss","buffa.score","MitoScore","SCN"
"SL218347",-0.267210113488852,-0.135612189294178,-0.498073651594883,-0.597180225230777,-0.422829513889964,-0.301599569812514,-0.310834758295928,-0.317088352476929,-0.333801196137446,-0.521895720613472,-0.259915272063275,-0.458546898649032,-0.618622984516665,-0.317047588091024,-0.347345917532739,-0.300650868899583,-0.413704298093626,-0.22164231680145,-0.489980257394015,-0.62858787398838,-0.39849929510997,-0.490488541313774,-0.301167766438675,-0.432453873968675,-0.277867483260222,-0.293938253012645,-0.604619014575324,-0.310401725646051,-0.266943804900216,-0.371930306379475,-40,8.45157927308224,-11217.68651368
"SL218349",-0.405443986097606,-0.380652966438182,-0.484213880564116,-0.400733605785358,-0.186164700798739,-0.316163326043621,-0.226385665495132,-0.376069397017012,-0.351428794166021,0.0322529040698765,-0.267245712011356,-0.364579656694124,-0.0148057008888081,-0.331979720326804,-0.302480974078697,-0.379760224597869,-0.546069311601076,-0.444679474074825,-0.433205040289955,0.113084942530732,-0.43501086782326,-0.286159667627619,0.0375840267797477,-0.489212122542368,-0.429220776631218,-0.350284542423914,-0.560965761701003,-0.0994758796026769,-0.0905315843630008,-0.368116811019298,10,9.90081954846065,-12029.450785519
"SL218350",-0.184166310972496,-0.295146609514169,-0.204215636738843,-0.356619332929943,-0.0289746804484367,-0.315810121177716,-0.22004178254146,-0.314443257547568,-0.344053263662847,-0.45686162897518,-0.189198735477201,-0.0281709525915401,-0.455646551136544,-0.351796936643782,-0.33100945958106,-0.165538018283942,-0.337873244802119,-0.00401662779240273,0.0427178609499245,-0.7845899442798,-0.281151350061686,-0.702004280710973,-0.707409243125662,-0.440434761054132,-0.180598732050306,-0.331005846197815,0.719013468241724,-0.205164314962017,-0.203718663031494,-0.197342188739768,-30,9.08837044342076,-61135.2133882655
"SL218351",-0.298930171459104,-0.0434101772219712,-0.24497411810317,0.203621251105083,-0.226777452790136,-0.210717610893413,-0.251154339035555,-0.324682008077678,-0.379453946330212,0.154684035316527,-0.263621268721986,-0.275977632025466,-0.0887926094765549,-0.289181530087904,-0.327612805196442,-0.207469802965736,-0.551716738419021,-0.323194046774601,-0.25160878098964,0.219683289024674,-0.00563677029140757,0.245776198877621,0.324719089509149,-0.0518834444695156,-0.0555945938444717,-0.425571260636913,-0.453462377469165,-0.263562236652521,-0.215878775532429,-0.0752006380364773,12,10.7020692935079,-14725.707982365
"SL242312",0.1612606319143,-0.36902521103769,-0.224606485935405,-0.398558936775864,0.540404394210306,0.0227264712441878,0.0687668666797606,-0.100371196251547,-0.212825441021077,-0.228975897437108,0.197898416970991,0.506585809108811,-0.0989400508687213,0.110682679250291,-0.173775394407746,0.573155642499886,-0.296946160175238,0.804958403881549,1.02301338398166,-0.594427169650553,-0.116351201615684,-0.506586186405618,-0.500144222013702,-0.417833662684059,0.147185381754154,-0.0651323675800687,0.0734053413240058,0.0955765139763725,-0.172349615053605,-0.0826059220680895,-24,9.71133154260314,-72217.9900692857
"SL242313",-0.0822027700595997,-0.301717847082047,-0.248954893908815,-0.257728857537774,-0.342544196380328,-0.12207976250511,-0.218495520295043,0.237229553485099,-0.0350937023434882,-0.536803751473974,-0.260590565320969,-0.327536035429495,-0.412389949062425,-0.27695068077824,-0.124813249922468,-0.200889348156638,0.0787920991611962,-0.42497816150562,-0.296627977920096,-0.495366465796082,0.155972546484306,-0.394124119531637,-0.679682723142078,-0.245095902840057,-0.117396384712042,0.210810479718197,-0.323880690797393,-0.242230791097548,-0.0151175984649842,-0.314564434499391,-30,10.7128630511097,-63464.1233831266
"SL242314",-0.0803704300613547,0.410596709542498,-0.0751436795021681,-0.0557435029680011,0.135859024536596,-0.173027632808698,-0.126075176781516,-0.124159569503423,-0.264060259260634,0.86804734186166,0.350738659041106,-0.223083351250136,0.256549377020322,-0.177740327695037,-0.254544212630377,0.0319721531650074,0.323645604429035,-0.0612475782561517,-0.252145655443148,0.620253520114868,0.111002255665761,-0.113810230179378,0.332181973424958,1.1472301283686,0.00194839023375954,-0.244937629712878,-0.198210277196192,-0.0999759961672062,-0.0134042187377593,0.353867689151047,20,10.5552785305687,-79233.261859308
"SL242315",-0.510006584937522,-0.313861165270035,-0.320403564970637,-0.524313365640232,-0.538706359312087,-0.403298780800376,-0.369639980443474,-0.51009013314202,-0.443823594718945,-0.658247607272798,-0.400529519238048,-0.525694906624645,-0.628070419240706,-0.474760238877293,-0.415940533126773,-0.499189071242049,-0.58996391185988,-0.546257985267424,-0.637494384526989,-0.901609282880557,-0.528031306667349,-0.835976382426329,-0.779706854096795,-0.59336738063274,-0.537264825522069,-0.471288617517651,-0.483464638225522,-0.455878784806967,-0.406759773452678,-0.410058204406225,-42,9.32604201950035,-9739.15518321536
"SL242318",-0.533211001998963,0.339238080611458,-0.543708232209105,-0.617800403063884,-0.584612601663529,-0.394120622116166,-0.36117193656632,-0.505300488496074,-0.440760162192934,-0.606698266652185,-0.294121476462485,-0.552083084025796,-0.649310944816236,-0.475629503519748,-0.41124182714973,-0.478166353984892,-0.613379653534017,-0.551039456194568,-0.66480454931125,-0.64852254813419,-0.597561547107777,-1.01105042042305,-0.74840235737379,-0.355956947172257,-0.552822644078249,-0.461169281520431,-0.639749556673877,-0.4657414785623,-0.44433295734051,-0.40547173273052,-42,8.96924414492754,-32979.4136109014
"SL242320",0.276276516619712,-0.38067593122403,0.284305216859028,-0.378432237655222,0.00385247027780595,0.223364816874859,0.00280357237607905,0.599011621489753,0.46458109623965,-0.459063389414764,-0.0518258888630377,0.61776273635347,-0.250671257773109,0.342597918843713,0.302684692536175,0.295735013178679,0.439630915953658,0.185978029608887,0.724351599494807,-0.33445464088473,-0.0688059897720485,-0.722943485202428,-0.467436186544712,-0.518791793562939,0.185956550084081,0.792586503301662,0.451483932686036,0.29071514716849,0.17834637941759,-0.264481723430772,-30,10.0003241237265,-53787.9784575155
"SL242328",-0.394503021750662,0.871061111070776,-0.33554650396704,-0.330152035262953,-0.499573606385154,-0.383313834706322,-0.360430397055612,-0.48493996728398,-0.202599080474453,0.0870841008512316,-0.22178520149929,-0.472050891293195,-0.260239670308819,-0.45607564529134,-0.239925275646038,-0.425770651001038,-0.474936409818391,-0.534863615103917,-0.627770488303468,1.14854473283252,-0.310906889595078,0.0926887078406263,0.650031682952778,0.306422606979976,-0.470450357850365,-0.418775644989469,-0.503539590942973,-0.394217563628247,-0.410929626207741,-0.24537517077654,16,10.5349847576116,-47211.0199807198
"SL242329",-0.494354631900606,0.125870014932336,-0.468295950672787,-0.607895501793815,-0.505939298135499,-0.390527949584544,-0.360725952246071,-0.504469747390123,-0.433376072928464,-0.346664599841734,-0.254162240776852,-0.506612004981539,-0.363361646017013,-0.470906444559945,-0.409599894630371,-0.470338141234979,-0.51988398028734,-0.546254409987832,-0.627683815110596,-0.57583337347956,-0.5566591417448,-0.80921378412131,-0.41254263010257,-0.286024560150345,-0.513271657552683,-0.457995199716385,-0.540603375513948,-0.449294829319289,-0.329705692840253,-0.389539176739916,-22,9.54278831509025,-36849.2810473238
"SL242330",1.14550515706877,0.021515970822432,0.383457292542432,0.340230105233937,1.02347686495706,0.322662397351522,0.290252898154027,0.980905805267148,0.230887109416489,0.473396698867987,0.812059541372115,0.618309816257373,0.929940497036327,1.47025432371063,0.377440521124532,1.50736239591282,0.190544279281364,5.82845358464859,1.20181588844077,-0.13082482526457,0.414656855399257,-0.485537227870824,-0.518892771335461,0.55590518876344,2.05644700903142,0.364670841557821,0.233325469820059,0.770923120037032,0.67073553424847,0.156458039777225,18,10.7786387949359,-277354.833659057
"SL242332",-0.268254004773988,-0.382941878429972,-0.131489074225714,-0.57325381287004,-0.100474598446687,-0.275897921843731,0.0657085713243347,-0.247952459346132,-0.295007487685691,-0.533701244006829,-0.0733737674125768,-0.0933066863001819,-0.493002740267269,-0.245404558288456,-0.250013991630884,-0.194249689191058,-0.381788265012117,-0.00797501344810854,0.272182250160013,-0.920715743054238,-0.423135915171432,-1.04745518757844,-0.751205323459712,-0.452510102864118,-0.206984466920576,-0.292251775078866,-0.301295307123698,-0.12712826048396,-0.0612165836806378,-0.453190500801854,-42,9.00042713460663,-47666.8525103335
"SL242338",0.692348864572775,0.521375169887631,-0.45303749565884,-0.477336155029492,-0.199041084549116,-0.18155240044509,-0.193564791093524,-0.285705728893287,-0.167794417156085,0.274976180946402,0.11483748819952,-0.285028570265352,-0.0758121409565172,1.8223048056372,-0.19545535047664,0.665933074971439,2.17511913899736,1.6188471698014,-0.423646946822852,0.303153241695249,0.0869596951709259,-0.303802049294981,0.107733107852809,0.139491956276267,0.5883732343144,-0.210744841240293,-0.502677301017046,-0.21723383262059,-0.325318213413418,-0.213495691173238,12,10.2985676792446,-28752.5530855324
"SL242339",-0.405694462433736,-0.381591558145593,-0.325164881767802,-0.258980833887971,-0.500959921105398,-0.31296792254135,-0.253808081587091,-0.367770515832084,-0.294879517517442,0.857719145294669,0.0791149716328138,-0.409750003486205,0.341715166201129,-0.260875351141713,-0.265629816542407,-0.40264861615448,-0.373137720112886,-0.510978031843278,-0.48939223910082,0.938243248043456,-0.340686628721843,0.517951838978028,0.795089403646089,-0.387111443595286,-0.437819076550358,-0.264196098973602,-0.579663631363653,-0.373122291936654,-0.425921698207953,-0.28068843661062,26,10.8435651644194,-66813.5592425812
"SL242341",-0.295128365155177,0.477726037493384,-0.329964042548469,-0.285986456887681,-0.392111855806159,-0.360769499786623,-0.329899416878151,-0.423872491183961,-0.401762298122947,-0.0439800098783497,-0.280745360622556,-0.408928035914484,-0.387995279468741,-0.381957639432794,-0.371757653859657,-0.421240497436324,0.0376007324602445,-0.475796688786927,-0.486694684136496,0.175677584601665,-0.261893312127309,0.276194267793963,0.575646479898687,0.188911150878276,-0.363561291176913,-0.408464752917933,-0.433358067564625,-0.35271085927794,-0.25487914889494,0.0961964366906181,6,10.4074487330371,-15466.8131876636
"SL242346",-0.187564319710264,-0.182312156827204,-0.488058324538102,-0.563704447729885,-0.272179901230979,-0.000872347436418444,-0.153541269631755,-0.0738391855693512,-0.0208208490563148,0.127199644716361,-0.21265203013904,-0.278421664232084,-0.272215985002414,-0.167571783046116,-0.0434630457658758,-0.172724943893884,-0.475916215025893,-0.216064428686585,-0.411095003617914,-0.0086374682050438,-0.38984289366118,-0.418776934220884,0.0386056090614873,-0.444005917583281,-0.258124047076417,-0.0791949368742779,-0.485818115769595,-0.148174308323238,-0.180782135606962,-0.438617254279424,-20,9.58742048264105,-10357.0385915208
"SL242347",-0.349065943732561,0.280980741407697,-0.452633008441619,-0.554207394981091,-0.534630293375949,0.108518103813899,-0.281318377485149,-0.193115405906901,-0.0729003938429658,-0.361895285002595,-0.190230723765615,-0.428013595244283,-0.374279804364762,-0.306110034723552,-0.142677516146145,-0.337098837635228,-0.13955810338688,-0.478839134842593,-0.595228588338149,-0.451056093747645,-0.472718745044081,-0.855345097666733,-0.469473082253757,-0.254231403093752,-0.373582375986686,-0.0400143724802703,-0.580789139703803,-0.332754764737307,-0.395152494251146,-0.433200028727052,-24,9.61999236307772,-24018.3123243476
"SL242349",-0.354015424822742,1.0183176052572,-0.362437112031555,-0.185034613772013,-0.536915861922276,-0.378390752512029,-0.343166812884073,-0.472824827382975,-0.31886347716205,0.274967506824071,-0.231747785956342,-0.461085435113236,-0.179598837893622,-0.407116218200532,-0.310885231809527,-0.394166006355108,-0.206403525802017,-0.549631742227936,-0.600895241444603,1.11799362507975,-0.269332258639197,0.168632420081961,0.60133361146948,0.432462881951644,-0.432306928044048,-0.457142944965188,-0.541596700468236,-0.307544453992744,-0.231990631637161,-0.147309632776506,12,10.8137778374288,-11975.9103762858
"SL242351",0.0888920247681016,-0.150876097781656,-0.297070224803159,-0.393323427699111,-0.0879500101748874,0.408542144456323,0.0108065308825787,0.0661520967773438,0.101443995060245,0.194593015975668,0.133445868639838,-0.0686029281910273,0.23997800403595,0.365263426288062,0.113183119612457,0.255681431013748,0.476255418349137,0.261003250659176,-0.126304442503366,-0.474150063644782,-0.146335011479289,-0.598192189621344,-0.269380523761427,-0.394796758905357,0.152682795064975,0.0462171233254961,-0.301300059601867,-0.00440173699306697,-0.199530589770405,-0.213852239238342,2,10.1982141280504,-71487.6016974084
"SL242352",-0.0200709293287577,-0.331471691595261,-0.360960433965615,-0.53238564596483,-0.172700577344113,0.372675401627899,-0.154125926406509,0.252045777629667,-0.0573770700444495,-0.608129395515094,-0.194548574412565,-0.103980954923305,-0.536666284655856,-0.256144251815798,-0.0801232090172328,0.795136921773926,-0.471173802521037,-0.0943815214278202,-0.0209709700892333,-0.982388879940343,-0.405964437003701,-1.00260903761387,-0.772358501732602,-0.59567442441025,-0.199270215925949,0.0622871382081567,-0.16986230258606,-0.0419502795495556,-0.0503394645956113,-0.481351174507483,-42,8.86821770228985,-34907.3398926794
"SL242353",-0.435218630340411,-0.362492348865567,-0.341838909817498,-0.400762364714414,-0.105378823001987,-0.367027319511622,-0.338928097266373,-0.489566600315843,-0.428023631352511,-0.0823914208404081,-0.312731637601864,0.0144262667878783,-0.100185031405382,-0.272353420384933,-0.398178824837432,-0.386902140494066,-0.619243502070539,-0.299118162194528,-0.244670883756802,-0.338091926704668,-0.461097904473765,-0.564136214237352,-0.221334997819734,-0.539605622068958,-0.415457404742256,-0.435583607415908,0.956836344740311,-0.339722145472271,-0.411984815157028,-0.443168942219865,8,10.0528835857104,-11918.8845108135
"SL242356",-0.172978857265547,-0.0724306951784077,-0.346099021595795,-0.244446475258464,-0.253538460695948,0.313998189284401,-0.199260643492901,-0.0969748971448757,-0.230989298919783,-0.502522654068296,-0.28064406051151,-0.27757289129437,-0.337071838667124,-0.199437727379387,-0.192993365020061,0.110229488490579,-0.0786314168601083,-0.00259469200251477,-0.330046536669461,-0.730681496409404,-0.334355247830048,-0.867584757680982,-0.727145660857073,-0.27783999507347,-0.076944432340877,-0.216091111551458,-0.404978972472374,-0.146264281725396,-0.221167845644722,-0.299603480922835,-38,9.69081887994418,-82722.6938916188
"SL242361",-0.271261629385844,1.15889676088992,-0.301810736255939,-0.0938280352304383,-0.419650811809248,-0.16485982510192,-0.289156159568465,-0.29992809826107,-0.223420646705834,0.44574475200611,0.0881620742359118,-0.392017052043412,-0.0462342966239407,-0.334133565919284,-0.23931429427494,-0.2457005292159,-0.121244158713733,-0.49325316128184,-0.466892317084784,1.29812329022648,-0.103506432757062,0.325550479095644,0.768888092329627,0.10905107666017,-0.251642102852589,-0.276656757190125,-0.567876730666921,-0.280255597475665,-0.282595871008424,-0.0650311245129286,18,10.9944622446251,-13132.1148476304
"SL242362",-0.43203883352659,-0.253704929630548,0.313820702124503,0.216256859899639,-0.276838194791692,-0.386822235055006,-0.365724549729758,-0.475681714448334,-0.41339488899777,-0.388836548489693,-0.370639616770103,-0.431406210243191,-0.380668043690289,-0.462538348683006,-0.385613060947019,-0.447658885227537,-0.230550384534297,-0.525457807960115,-0.602557616508243,-0.0497980221457663,-0.0365128159295255,0.102402251768812,-0.567635104401185,-0.518009252808911,-0.394023391743315,-0.397279183733068,-0.491534002818001,-0.420788294767704,-0.477997102105758,0.0567538831175753,-20,10.909598903652,103724.214674349
"SL242365",-0.19678366976725,-0.263056674784505,-0.315376395527768,-0.471423230519931,-0.228554227606743,-0.0588802317048664,-0.130175360894925,-0.0802094298423156,-0.17114052372289,0.310245689541816,-0.13276768429309,-0.206571561023834,0.190260678755454,-0.285139150672423,-0.169960129049443,-0.114873576667207,-0.277376225096845,-0.279350220699487,-0.267547620785603,-0.0603112274200736,-0.368954538296465,-0.470833384418212,0.284974023946496,-0.478315617178291,-0.218865631434329,-0.16338658294896,-0.431108952250896,-0.145567155725688,-0.339706315475069,-0.419672230889768,14,10.08815526725,-34544.877155639
"SL242366",1.12846583886818,-0.351936130319415,-0.427808174087966,-0.0394990546540817,0.985266833708256,0.332794756616906,0.915035630951537,1.08736467372897,0.360966534909736,0.305494958281404,0.73053129986172,1.59613547009283,0.341872705477936,1.19389594930441,0.457311460333039,1.52892793591459,1.02089519160933,4.88821994445225,2.71387256892176,0.130793073523523,0.439621055159996,-0.236225330557014,-0.139960898570531,0.0612172443029667,1.77186957285791,0.570266974644568,-0.0155268773816111,1.29299699182604,0.106595683194567,-0.262453890490762,24,10.695946785102,-127608.808861853
"SL242367",1.10575147753463,-0.150905967920601,-0.242784341986715,-0.0116567219861552,0.48673581927138,1.80895282515534,0.437815074106662,1.45070338770869,1.10683972943366,0.275634497406425,0.0970874883992477,0.527884911454743,0.18318565089141,0.807669653352364,1.05039162499234,1.38175757554175,1.06388183905894,0.680605102954832,0.841565629787402,-0.0930008052069541,0.377989560852316,-0.430896279701417,-0.0142877973449535,-0.116028101373225,0.774126657366175,1.59606573319506,-0.179372223581633,1.02932620680157,0.194816134941209,-0.357991819900005,20,10.3699731804603,-96964.7983304074
"SL242368",-0.41668025948918,-0.37019908430085,-0.183245640876514,-0.15465749070035,-0.427264084032221,-0.359284926508664,-0.268686968864442,-0.407873611313473,-0.369298587059934,-0.132890563801587,-0.380605632388714,-0.368850054377304,-0.187492012277115,-0.334643077964658,-0.3365571861865,-0.410222116228727,0.178361885472221,-0.411645118417339,-0.511557313012776,-0.578994669900887,-0.363079486207259,-0.635891256213768,-0.0759557075344827,-0.0521545359239266,-0.309968553182525,-0.332557789958801,0.0144841070756024,-0.348988942749403,-0.422346459026824,-0.317214832704189,8,10.6625352840447,-149608.883081444
"SL242376",-0.40038003816235,0.41070662512204,-0.399630232957507,-0.244094580328718,-0.50201890553189,-0.386224199046371,-0.314420208163743,-0.484006785705242,-0.424620305334779,0.698090977784568,0.267378420455452,-0.422328077198743,0.202273221224121,-0.364742984688092,-0.386626340416669,-0.442760634161886,0.327781886995423,-0.551736086929745,-0.564710149540114,1.5111245350193,-0.255756029378707,0.0276782428694456,0.70016899424781,0.498342637958855,-0.358480691859916,-0.435903111472742,-0.39199005220591,-0.368380926092715,-0.3093914752169,-0.167580758863213,28,10.9680698085061,-49548.3652816485
"SL242377",-0.336735956843343,-0.106498970199199,0.0923774174767131,-0.275312363093001,-0.245933406811821,0.0172232161231628,-0.221792156842261,-0.246180264418037,-0.166669766045715,0.0866756488420802,-0.201694022615152,-0.263901611664238,0.0962959040865947,-0.328252610045152,-0.271440292846199,-0.172999119753507,-0.128967340481345,-0.431341408270403,-0.316594968990374,0.117501804162287,-0.247693043487283,0.0770141232809831,0.481790676754985,-0.44875227897581,-0.275738787316242,0.0758284021863431,-0.193269759146893,-0.248445036429513,-0.309954823305362,0.630929921013352,12,10.4002621940818,27188.3084385011
"SL242378",-0.079212672304734,0.0483450891893766,-0.1909777609434,-0.138676894275623,-0.102352984695562,-0.301668959463787,-0.309756115285584,-0.329430198456687,-0.379388085796361,-0.0740781199282356,0.21018163998604,-0.190393602845153,-0.0218791608868412,0.147544652038182,-0.35543986299703,-0.031777151244302,0.38591999292893,0.863344116226954,-0.109934941315591,-0.25388889254142,-0.225413946166514,-0.64926884395909,-0.509043396217655,-0.133731474884942,0.204547390844341,-0.383410365909934,-0.415774991782885,-0.209684176105786,-0.316788566758754,-0.260326293113447,-12,10.1729698196492,-135353.727631649
"SL242379",-0.494971524522297,-0.263126510602138,-0.298298348573682,-0.254014816537115,-0.283996904530017,-0.37720126722138,-0.363284017506458,-0.523101076850134,-0.414015715162697,0.4094764504568,-0.364350993045922,-0.448816819216978,-0.026361904027242,-0.364892013985426,-0.371954720211225,-0.44779948695397,-0.295410391083162,-0.448297653406707,-0.547287309707159,1.87638819852622,-0.231803540817624,0.699816852728724,1.33771309618766,0.712915912684421,-0.41238146560176,-0.471373916172662,0.100158129261784,-0.42347800956381,-0.114104858357093,-0.325168383034226,30,10.8516075476305,38042.370608909
"SL242380",-0.443352856800049,-0.270754533211012,0.470052344526371,0.149262143724301,-0.259377805906104,-0.383573906723247,-0.269973917674669,-0.489379849264176,-0.403203019352167,0.891500919887639,-0.318183380275071,-0.287166457555733,0.675925317597495,-0.351978902067528,-0.375965001723101,-0.43732333756076,-0.282463090916217,-0.520690619082182,-0.385799921381977,0.646838654759798,-0.0593777684833774,1.03345790684887,2.68250704874364,0.235285007739068,-0.434191861492008,-0.414365464486674,0.47245044937754,-0.363085125063348,-0.415453199215224,0.0421953010639506,38,11.1934602705944,-90477.9905236073
"SL242386",-0.493024043018639,-0.221378530558506,-0.283233190631564,0.839821060367426,-0.257641240212608,-0.326310822294944,-0.330074014950314,-0.478045793988649,-0.36411359060339,0.694251916177331,-0.346031272840714,-0.36789199206755,0.197157574290091,-0.413618431705512,-0.361875831903654,-0.439985938402893,-0.0859086626826466,-0.50306227298279,-0.555131549256172,1.60601544204845,-0.308800683443642,0.466214726227008,1.01173861587059,-0.31105480728608,-0.439071427699628,-0.409635779927045,-0.372412442106887,-0.432438747265271,-0.331211484334819,-0.160281261138341,36,10.909078063731,-38283.0727069031
