"X..Gene.Family","DSpakowicz002_1_R153_S1","DSpakowicz002_11_R153_S11","DSpakowicz002_12_R153_S12","DSpakowicz002_13_R153_S13","DSpakowicz002_14_R153_S14","DSpakowicz002_15_R153_S15","DSpakowicz002_16_R153_S16","DSpakowicz002_17_R153_S17","DSpakowicz002_18_R153_S18","DSpakowicz002_19_R153_S19","DSpakowicz002_2_R153_S2","DSpakowicz002_3_R153_S3","DSpakowicz002_5_R153_S5","DSpakowicz002_6_R153_S6","DSpakowicz002_7_R153_S7","DSpakowicz002_8_R153_S8","DSpakowicz002_9_R153_S9"
"UniRef90_K9JA69|unclassified",NA,NA,NA,NA,NA,NA,1.4734802839,NA,2.8609143617,NA,NA,1.802571335,NA,1.8236974529,3.3563976339,3.2980152674,NA
"UniRef90_UPI000B7D0238",NA,NA,NA,NA,NA,NA,1.4334010564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_UPI000B7D0238|unclassified",NA,NA,NA,NA,NA,NA,1.4334010564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_UPI000BB97C7F",NA,NA,NA,NA,NA,NA,1.2487297546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_UPI000BB97C7F|unclassified",NA,NA,NA,NA,NA,NA,1.2487297546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A0F3U4M4",NA,NA,NA,NA,NA,NA,1.2400355095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A0F3U4M4|unclassified",NA,NA,NA,NA,NA,NA,1.2400355095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A0E0B4J6",NA,NA,NA,NA,NA,NA,1.051441039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A0E0B4J6|unclassified",NA,NA,NA,NA,NA,NA,1.051441039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A287MWL4",NA,NA,NA,NA,NA,NA,1.0399300786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A287MWL4|unclassified",NA,NA,NA,NA,NA,NA,1.0399300786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_C1E9F1",NA,NA,NA,NA,NA,NA,1.0399300786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_C1E9F1|unclassified",NA,NA,NA,NA,NA,NA,1.0399300786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_V5JV86",NA,NA,NA,NA,NA,NA,1.0399300786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_V5JV86|unclassified",NA,NA,NA,NA,NA,NA,1.0399300786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_UPI000718C4B3",NA,NA,NA,NA,NA,NA,1.0111048397,0.684944212,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_UPI000718C4B3|unclassified",NA,NA,NA,NA,NA,NA,1.0111048397,0.684944212,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_F1LIE6",NA,NA,NA,NA,NA,NA,0.9529482592,0.3235221999,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_F1LIE6|unclassified",NA,NA,NA,NA,NA,NA,0.9529482592,0.3235221999,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A0N4U6I5",NA,NA,NA,NA,NA,NA,0.6641280675,0.2250783654,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A0N4U6I5|unclassified",NA,NA,NA,NA,NA,NA,0.6641280675,0.2250783654,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A183CR96",NA,NA,NA,NA,NA,NA,0.633296797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A183CR96|unclassified",NA,NA,NA,NA,NA,NA,0.633296797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_Q41965",NA,NA,NA,NA,NA,NA,0.1767205127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_Q41965|unclassified",NA,NA,NA,NA,NA,NA,0.1767205127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_F6Y577",NA,NA,NA,NA,NA,NA,NA,1050.469784469,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_F6Y577|unclassified",NA,NA,NA,NA,NA,NA,NA,1050.469784469,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_D4HAS3",NA,NA,NA,NA,NA,NA,NA,168.4210526316,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_D4HAS3|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,168.4210526316,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_D4HE54",NA,NA,NA,NA,NA,NA,NA,148.4949832776,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_D4HE54|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,148.4949832776,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_K4HP16",NA,NA,NA,NA,NA,NA,NA,137.9310344828,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_K4HP16|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,137.9310344828,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A2B7JWH9",NA,NA,NA,NA,NA,NA,NA,126.6233766234,NA,45.4545454545,NA,NA,NA,NA,NA,NA,35.7142857143
"UniRef90_A0A2B7JWH9|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,126.6233766234,NA,45.4545454545,NA,NA,NA,NA,NA,NA,35.7142857143
"UniRef90_W4TZK8",NA,NA,NA,NA,NA,NA,NA,95.2868852459,NA,NA,NA,NA,27.5276125743,NA,NA,NA,NA
"UniRef90_W4TZK8|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,95.2868852459,NA,NA,NA,NA,18.1818181818,NA,NA,NA,NA
"UniRef90_A0A0V1KAJ8",NA,NA,NA,NA,NA,NA,NA,81.0909539677,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A0V1KAJ8|unclassified",NA,NA,NA,NA,NA,NA,NA,81.0909539677,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_U7M9I3",NA,NA,NA,NA,NA,NA,NA,74.0740740741,NA,NA,NA,NA,NA,NA,12.1951219512,NA,NA
"UniRef90_U7M9I3|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,74.0740740741,NA,NA,NA,NA,NA,NA,12.1951219512,NA,NA
"UniRef90_W4TL65",NA,NA,NA,NA,NA,NA,NA,68.9655172414,13.8888888889,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4TL65|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,68.9655172414,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_C6EQK1",NA,NA,NA,NA,NA,NA,NA,67.9296118863,NA,NA,NA,NA,86.494875321,NA,NA,NA,72.9256508422
"UniRef90_C6EQK1|unclassified",NA,NA,NA,NA,NA,NA,NA,67.9296118863,NA,NA,NA,NA,86.494875321,NA,NA,NA,72.9256508422
"UniRef90_A0A060RK50",NA,NA,NA,NA,NA,NA,NA,65.5737704918,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A060RK50|unclassified",NA,NA,NA,NA,NA,NA,NA,65.5737704918,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_D4HF06",NA,NA,NA,NA,NA,NA,NA,60.6060606061,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_D4HF06|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,60.6060606061,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_G4CVL0",NA,NA,NA,NA,NA,NA,NA,58.8235294118,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_G4CVL0|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,58.8235294118,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4TZU5",NA,NA,NA,NA,NA,NA,NA,57.2116832279,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4TZU5|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,57.2116832279,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4UGJ8|unclassified",NA,NA,NA,NA,NA,NA,NA,28.835293336,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A1D4Z041",NA,NA,NA,NA,NA,NA,NA,52.6315789474,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A1D4Z041|unclassified",NA,NA,NA,NA,NA,NA,NA,52.6315789474,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_I6GN28",NA,NA,NA,NA,NA,NA,NA,52.6315789474,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_I6GN28|unclassified",NA,NA,NA,NA,NA,NA,NA,52.6315789474,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4UB53",NA,NA,NA,NA,NA,NA,NA,50.6066883693,41.6666666667,NA,NA,NA,NA,NA,NA,NA,30.7692307692
"UniRef90_W4UB53|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,50.6066883693,41.6666666667,NA,NA,NA,NA,NA,NA,NA,30.7692307692
"UniRef90_W4TQ09",NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4TQ09|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A1X3KJP7",NA,NA,NA,NA,NA,NA,NA,48.7804878049,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A1X3KJP7|unclassified",NA,NA,NA,NA,NA,NA,NA,48.7804878049,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4TTC0",NA,NA,NA,NA,NA,NA,NA,48.1720430108,NA,NA,NA,NA,NA,NA,25.3164556962,NA,NA
"UniRef90_W4TTC0|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,48.1720430108,NA,NA,NA,NA,NA,NA,25.3164556962,NA,NA
"UniRef90_W4U749",NA,NA,NA,NA,NA,NA,NA,47.619047619,NA,NA,NA,NA,NA,NA,NA,NA,47.619047619
"UniRef90_W4U749|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,47.619047619,NA,NA,NA,NA,NA,NA,NA,NA,47.619047619
"UniRef90_W4U0M4",NA,NA,NA,NA,NA,NA,NA,45.8015267176,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4U0M4|unclassified",NA,NA,NA,NA,NA,NA,NA,45.8015267176,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4U8E0",NA,NA,NA,NA,NA,NA,NA,44.9158674311,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4U8E0|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,38.2489044549,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4U8E0|unclassified",NA,NA,NA,NA,NA,NA,NA,6.6669629761,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_D4HBH9|unclassified",NA,NA,NA,NA,NA,NA,NA,40.2222655488,NA,NA,NA,NA,NA,9.1787439614,NA,NA,NA
"UniRef90_A0A380FG35",NA,NA,NA,NA,NA,NA,NA,39.649122807,NA,NA,NA,NA,NA,NA,NA,NA,24.3902439024
"UniRef90_A0A380FG35|unclassified",NA,NA,NA,NA,NA,NA,NA,39.649122807,NA,NA,NA,NA,NA,NA,NA,NA,24.3902439024
"UniRef90_W4TSU1",NA,NA,NA,NA,NA,NA,NA,39.2156862745,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4TSU1|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,39.2156862745,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4ULC3",NA,NA,NA,NA,NA,NA,NA,39.2156862745,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4ULC3|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,39.2156862745,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4TVU0",NA,NA,NA,NA,NA,NA,NA,36.6280938605,NA,NA,NA,NA,NA,NA,NA,NA,16
"UniRef90_W4TVU0|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,28.431372549,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4TVU0|unclassified",NA,NA,NA,NA,NA,NA,NA,8.1967213115,NA,NA,NA,NA,NA,NA,NA,NA,16
"UniRef90_W4UBL1",NA,NA,NA,NA,NA,NA,NA,36.2811791383,NA,NA,NA,NA,NA,23.5294117647,20.4081632653,NA,NA
"UniRef90_W4UBL1|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,36.2811791383,NA,NA,NA,NA,NA,23.5294117647,20.4081632653,NA,NA
"UniRef90_U7M375",NA,NA,NA,NA,NA,NA,NA,35.5477855478,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_U7M375|unclassified",NA,NA,NA,NA,NA,NA,NA,35.5477855478,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_Q6A820",NA,NA,NA,NA,NA,NA,NA,34.6082879814,NA,NA,NA,NA,NA,NA,10.2107264724,NA,35.2270637985
"UniRef90_Q6A820|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,34.6082879814,NA,NA,NA,NA,NA,NA,10.2107264724,NA,35.2270637985
"UniRef90_W4U2D8",NA,NA,NA,NA,NA,NA,NA,32.9749103943,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4U2D8|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,22.2222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4U2D8|unclassified",NA,NA,NA,NA,NA,NA,NA,10.752688172,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4TWP5|unclassified",NA,NA,NA,NA,NA,NA,NA,10.9289617486,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4U5M7",NA,NA,NA,NA,NA,NA,NA,32.2580645161,NA,33.8983050847,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4U5M7|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,32.2580645161,NA,33.8983050847,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4UFT2",NA,NA,NA,NA,NA,NA,NA,32.2580645161,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4UFT2|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,32.2580645161,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_Q6AAA9",NA,NA,NA,NA,NA,NA,NA,31.746031746,NA,NA,NA,NA,NA,76.9230769231,NA,NA,NA
"UniRef90_Q6AAA9|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,31.746031746,NA,NA,NA,NA,NA,76.9230769231,NA,NA,NA
"UniRef90_K7EL88",NA,NA,NA,NA,NA,NA,NA,30.7692307692,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_K7EL88|unclassified",NA,NA,NA,NA,NA,NA,NA,30.7692307692,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_D4HDK4|unclassified",NA,NA,NA,NA,NA,NA,NA,9.6153846154,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_D4H904",NA,NA,NA,NA,NA,NA,NA,30.303030303,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_D4H904|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,30.303030303,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4TTZ7",NA,NA,NA,NA,NA,NA,NA,29.8507462687,NA,NA,NA,NA,NA,NA,NA,NA,87.7861893524
"UniRef90_W4TTZ7|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,29.8507462687,NA,NA,NA,NA,NA,NA,NA,NA,87.7861893524
"UniRef90_D1YCA8",NA,NA,NA,NA,NA,NA,NA,29.6643810899,NA,NA,12.3456790123,NA,NA,NA,NA,NA,NA
"UniRef90_D1YCA8|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,29.6643810899,NA,NA,12.3456790123,NA,NA,NA,NA,NA,NA
"UniRef90_A0A2X1PQD8",NA,NA,NA,NA,NA,NA,NA,29.6296296296,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A2X1PQD8|unclassified",NA,NA,NA,NA,NA,NA,NA,29.6296296296,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_UPI000A1746C4",NA,NA,NA,NA,NA,NA,NA,29.3147184889,NA,NA,NA,NA,NA,151.722579833,NA,NA,NA
"UniRef90_UPI000A1746C4|unclassified",NA,NA,NA,NA,NA,NA,NA,29.3147184889,NA,NA,NA,NA,NA,151.722579833,NA,NA,NA
"UniRef90_W4TS28",NA,NA,NA,NA,NA,NA,NA,29.1579318725,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4TS28|unclassified",NA,NA,NA,NA,NA,NA,NA,29.1579318725,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4U051",NA,NA,NA,NA,NA,NA,NA,28.6703239289,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4U051|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,28.6703239289,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4TG93",NA,NA,NA,NA,NA,NA,NA,28.5714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4TG93|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,28.5714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4TI06",NA,NA,NA,NA,NA,NA,NA,28.3963831826,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4TI06|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,28.3963831826,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_UPI000983527A",NA,NA,NA,NA,NA,NA,NA,27.7945878686,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_UPI000983527A|unclassified",NA,NA,NA,NA,NA,NA,NA,27.7945878686,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_Q6A6Q6",NA,NA,NA,NA,NA,NA,NA,27.7777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_Q6A6Q6|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,27.7777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4U2K3",NA,NA,NA,NA,NA,NA,NA,27.6545400769,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4U2K3|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,27.6545400769,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A380H2A2",NA,NA,NA,NA,NA,NA,NA,27.5862068966,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A380H2A2|unclassified",NA,NA,NA,NA,NA,NA,NA,27.5862068966,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4U7B3",NA,NA,NA,NA,NA,NA,NA,27.485380117,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4U7B3|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,27.485380117,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A174IYR9",NA,NA,NA,NA,NA,NA,NA,27.397260274,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A174IYR9|unclassified",NA,NA,NA,NA,NA,NA,NA,27.397260274,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4UF62",NA,NA,NA,NA,NA,NA,NA,26.9010043042,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4UF62|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,14.7058823529,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4UF62|unclassified",NA,NA,NA,NA,NA,NA,NA,12.1951219512,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W1YMA1",NA,NA,NA,NA,NA,NA,NA,26.3157894737,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W1YMA1|unclassified",NA,NA,NA,NA,NA,NA,NA,26.3157894737,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4UHN5",NA,NA,NA,NA,NA,NA,NA,25.641025641,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4UHN5|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,25.641025641,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_K4HMW2",NA,NA,NA,NA,NA,NA,NA,24.9417249417,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_K4HMW2|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,24.9417249417,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_D6BA23",NA,NA,NA,NA,NA,NA,NA,24.6913580247,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_D6BA23|unclassified",NA,NA,NA,NA,NA,NA,NA,24.6913580247,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4TXF3",NA,NA,NA,NA,NA,NA,NA,24.3902439024,12.1951219512,29.8507462687,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4TXF3|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,24.3902439024,12.1951219512,29.8507462687,NA,NA,NA,NA,NA,NA,NA
"UniRef90_H2PTC1",NA,NA,NA,NA,NA,NA,NA,24.129809611,NA,NA,NA,NA,NA,57.0442731269,61.4564640609,NA,NA
"UniRef90_H2PTC1|unclassified",NA,NA,NA,NA,NA,NA,NA,24.129809611,NA,NA,NA,NA,NA,57.0442731269,61.4564640609,NA,NA
"UniRef90_W4TSR3|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,10.246001264,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A3A8WDL8",NA,NA,NA,NA,NA,NA,NA,23.6419354066,NA,NA,NA,NA,NA,15.0949268596,NA,NA,NA
"UniRef90_A0A3A8WDL8|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,23.6419354066,NA,NA,NA,NA,NA,15.0949268596,NA,NA,NA
"UniRef90_A0A2B7IM87|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,23.5294117647,NA,NA,NA,NA,NA,41.6666666667,NA,NA,75.1960784314
"UniRef90_A0A2G7HZX0",NA,NA,NA,NA,NA,NA,NA,23.5294117647,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A2G7HZX0|unclassified",NA,NA,NA,NA,NA,NA,NA,23.5294117647,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4TRJ0",NA,NA,NA,NA,NA,NA,NA,23.5017626322,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4TRJ0|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,23.5017626322,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4TVZ0",NA,NA,NA,NA,NA,NA,NA,23.4395068071,NA,NA,NA,NA,NA,9.9545811563,NA,NA,NA
"UniRef90_W4TVZ0|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,14.7058823529,NA,NA,NA,NA,NA,7.7519379845,NA,NA,NA
"UniRef90_W4TVZ0|unclassified",NA,NA,NA,NA,NA,NA,NA,8.7336244541,NA,NA,NA,NA,NA,2.2026431718,NA,NA,NA
"UniRef90_A0A0V1IU34",NA,NA,NA,NA,NA,NA,NA,23.3926128591,NA,NA,23.5294117647,NA,70.5882352941,NA,23.3926128591,NA,NA
"UniRef90_A0A0V1IU34|unclassified",NA,NA,NA,NA,NA,NA,NA,23.3926128591,NA,NA,23.5294117647,NA,70.5882352941,NA,23.3926128591,NA,NA
"UniRef90_W4TL97",NA,NA,NA,NA,NA,NA,NA,23.2558139535,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4TL97|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,23.2558139535,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4U9I2",NA,NA,NA,NA,NA,NA,NA,22.995341461,NA,NA,NA,NA,NA,NA,NA,16.6666666667,NA
"UniRef90_W4U9I2|unclassified",NA,NA,NA,NA,NA,NA,NA,22.995341461,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4TI21",NA,NA,NA,NA,NA,NA,NA,22.9885057471,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4TI21|unclassified",NA,NA,NA,NA,NA,NA,NA,22.9885057471,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_D4HBZ4",NA,NA,NA,NA,NA,NA,NA,22.7522095544,21.1574228592,NA,NA,NA,NA,27.5472062853,NA,13.456714799,23.3203891128
"UniRef90_D4HBZ4|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,22.7522095544,21.1574228592,NA,NA,NA,NA,27.5472062853,NA,13.456714799,23.3203891128
"UniRef90_W4U772",NA,NA,NA,NA,NA,NA,NA,22.7272727273,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4U772|unclassified",NA,NA,NA,NA,NA,NA,NA,22.7272727273,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4UCH3",NA,NA,NA,NA,NA,NA,NA,22.3410929308,NA,NA,NA,NA,NA,25.9870972416,NA,NA,22.0217488563
"UniRef90_W4UCH3|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,22.3410929308,NA,NA,NA,NA,NA,25.9870972416,NA,NA,22.0217488563
"UniRef90_W4U5Q6",NA,NA,NA,NA,NA,NA,NA,22.2222222222,20.4081632653,NA,NA,NA,NA,NA,NA,NA,20.8333333333
